Palavra;Frequência
deixo;1
claro,;2
90%;2
desses;4
títulos;2
foram;11
para;321
mulheres.;16
das;70
20;8
milhões;41
de;798
pessoas;44
que;832
recebem;2
auxílio;23
brasil,;43
em;175
torno;3
de;798
15;7
milhões;41
são;33
mulheres.;16
para;321
com;221
essa;62
mania.;1
faz;22
política,;10
fala;15
coisa;22
séria.;2
não;311
fica;4
aqui;35
fazendo;9
joguinho;1
de;798
"""mimimi"".";1
robô?;1
ora,;2
meu;43
deus;8
do;382
céu,;1
qual;13
é;420
a;807
sua;37
posição;1
sobre;19
liberdade;6
de;798
imprensa?;2
não;311
vi;8
ninguém;9
do;382
seu;41
lado;6
falar;19
sobre;19
essa;62
agressão;1
contra;37
os;118
empresários;2
que;832
tiveram;3
uma;194
busca;2
e;577
apreensão;1
na;124
tua;3
casa;6
porque;92
estavam;2
discutindo;4
numa;8
rede;4
privada.;3
que;832
negócio;1
é;420
esse?;1
qual;13
a;807
defesa;5
que;832
a;807
senhora;26
faz;22
da;269
liberdade;6
de;798
imprensa?;2
da;269
liberdade...;1
em;175
toda;4
sua;37
plenitude?;1
para;321
de;798
fazer;62
discurso;3
barato,;2
prezada;1
senadora.mais;1
uma;194
vez;11
o;804
candidato;61
fabrica;2
fake;8
news;7
e;577
divulga;1
fake;8
news.;1
líder;1
da;269
bancada;4
feminina,;1
nós;201
tínhamos;4
um;205
rodízio,;2
podíamos,;1
no;221
início,;1
ficar;12
uma;194
única;6
mulher.;8
assim;14
que;832
ouvi;4
a;807
dra.;2
nísia;1
sendo;12
agredida,;1
ela;31
foi;83
vítima;2
de;798
violência;8
política,;10
sim,;17
não;311
concordo;2
com;221
as;110
ideias;2
dela,;2
mas;73
ela;31
foi;83
vítima,;2
liguei;1
para;321
a;807
senadora;12
leila;1
que;832
era;27
aquela;2
que;832
estava;16
no;221
rodízio,;2
ela;31
foi;83
lá;29
e,;17
mesmo;21
sendo;12
da;269
oposição;1
do;382
atual;8
presidente,;4
defendeu;3
a;807
dra.;2
nísia,;1
exigindo;1
que;832
fosse;3
respeitada;1
e;577
pudesse;2
ter;48
voto.;2
mas;73
é;420
isso,;26
vamos;51
parar;3
de;798
briga.;1
lugar;3
de;798
presidência;13
é;420
lugar;3
de;798
exemplo,;10
de;798
coisa;22
séria.;2
não;311
podemos;8
ter;48
um;205
presidente;52
que;832
mente,;1
que;832
cria;2
fake;8
news,;2
que;832
divide;1
as;110
famílias,;2
que;832
destila;1
ódio,;4
que;832
agride;5
da;269
forma;18
mesmo;21
desrespeitosa;1
qualquer;13
pessoa;9
que,;20
de;798
alguma;4
forma,;1
lhe;3
aponte;1
a;807
verdade.;4
mas;73
vamos;51
fazer;62
diferente.;3
nosso;31
governo;56
será;19
um;205
governo;56
de;798
amor,;4
de;798
cuidados;1
"verdadeiros;";1
e;577
só;53
assim;14
nós;201
mudaremos;1
o;804
brasil,;43
de;798
verdade.defesa;1
da;269
família,;7
contra;37
o;804
aborto,;1
nós;201
somos;7
favorável;3
à;49
vida;16
dele,;5
à;49
sua;37
concepção,;1
contra;37
a;807
liberação;5
das;70
drogas.;1
nós;201
defendemos;1
a;807
propriedade;1
privada.;3
nós;201
demos,;1
através;2
de;798
decretos;2
e;577
portarias,;1
o;804
legítimo;1
direito;26
à;49
defesa;5
a;807
todos,;1
em;175
especial;2
às;6
mulheres.;16
é;420
um;205
governo;56
que;832
faz;22
por;123
todos.;9
é;420
um;205
governo;56
que;832
não;311
divide,;2
que;832
não;311
fala;15
grosso;3
para;321
tentar;2
intimidar;1
quem;73
quer;13
que;832
seja;14
só;53
porque;92
é;420
mulher.;8
nós;201
somos;7
um;205
só;53
país,;15
uma;194
só;53
pátria,;2
um;205
só;53
povo.;2
nós;201
pregamos;1
a;807
união,;2
o;804
amor,;4
a;807
compreensão.;1
por;123
que;832
me;42
atacar;4
porque;92
eu;285
acabei;1
com;221
harmonia;4
da;269
corrupção;22
de;798
muita;10
gente;71
por;123
aí,;10
é;420
por;123
isso?;3
por;123
isso;76
essa;62
raiva;2
de;798
todos;54
contra;37
jair;19
bolsonaro?a;1
próxima;7
a;807
perguntar;16
é;420
a;807
candidata;29
soraya;21
thronicke.;5
para;321
quem;73
a;807
senhora;26
vai;85
perguntar,;2
senadora?para;1
o;804
candidato;61
luiz;6
inácio;4
lula;30
da;269
silva.um;1
minuto;10
para;321
a;807
sua;37
pergunta,;10
por;123
favor.candidato,;2
o;804
brasileiro;14
sofre;3
hoje;23
com;221
dois;23
problemas;9
econômicos;1
muito;50
graves;2
que;832
são:;1
a;807
inflação;6
e;577
o;804
desemprego.;1
e;577
a;807
cobrança;1
excessiva;1
de;798
impostos;5
federais;4
agrava;1
muito;50
esses;12
dois;23
problemas,;1
porque;92
impede;1
a;807
criação;4
de;798
novos;1
postos;1
de;798
trabalho;7
e,;17
também,;7
rouba;1
grande;9
parte;7
do;382
poder;20
de;798
compra;6
das;70
famílias.;4
o;804
senhor;38
começou;5
a;807
governar;4
20;8
anos;22
atrás,;8
ficou;2
no;221
governo;56
por;123
14;5
anos,;13
e;577
agora;26
volta.;1
volta;6
sem;28
proposta.;2
não;311
sei;17
o;804
que;832
vai;85
fazer;62
para;321
acabar;11
com;221
a;807
carga;1
tributária,;2
melhorar;4
o;804
poder;20
de;798
compra;6
das;70
pessoas.;11
gostaria;14
de;798
ouvir;4
do;382
senhor,;2
porque;92
não;311
consegui;1
entender;6
até;28
agora;26
no;221
seu;41
plano.candidata;1
soraya,;11
obrigado;2
pela;32
pergunta.;7
eu;285
acho;13
que;832
vossa;7
excelência;6
não;311
deve;5
ter;48
acompanhado;2
o;804
que;832
aconteceu;5
neste;12
país.;15
não;311
sei;17
se;123
a;807
senhora;26
tem;121
memória;1
que,;20
quando;42
eu;285
tomei;1
posse,;1
em;175
2003,;1
o;804
brasil;111
estava;16
quebrado.;1
nós;201
tínhamos;4
uma;194
inflação;6
de;798
12%,;2
desemprego;5
de;798
12%,;2
nós;201
tínhamos;4
uma;194
dívida;7
pública;12
de;798
60.4%;1
e;577
tínhamos;4
uma;194
dívida;7
externa;1
de;798
30%.;1
esse;77
que;832
vos;2
fala;15
reduziu;3
a;807
dívida;7
pública;12
líquida;1
para;321
39%.;1
esse;77
reduziu;3
a;807
inflação,;2
que;832
foi;83
para;321
dentro;12
da;269
meta;3
de;798
"5;";1
"5,5;";1
"6;";1
4,5?;1
porque;92
eram;2
dois;23
para;321
mais;128
e;577
dois;23
para;321
menos.;4
esse;77
que;832
vos;2
fala;15
gerou;1
22;2
milhões;41
de;798
empregos;4
neste;12
país;49
e,;17
mais;128
ainda,;3
nós;201
conseguimos;4
começar;6
uma;194
reserva;4
internacional;4
que;832
deu;10
ao;55
país;49
uma;194
estabilidade;1
que;832
jamais;8
o;804
país;49
teve.;1
país;49
que;832
tinha;18
quebrado;1
duas;11
vezes;11
em;175
1998.;1
e;577
obviamente;1
que;832
eu;285
volto;1
com;221
único;9
compromisso;4
e;577
possivelmente;1
eu;285
seja;14
a;807
única;6
pessoa;9
a;807
dizer;33
isso,;26
que;832
eu;285
não;311
posso;4
voltar;19
e;577
fazer;62
menos;10
do;382
que;832
eu;285
fiz;4
porque;92
seria;2
melhor;8
não;311
voltar;19
então.;1
eu;285
quero;43
voltar;19
para;321
ver;9
se;123
esse;77
país;49
volta;6
a;807
gerar;12
emprego,;8
para;321
ver;9
se;123
esse;77
país;49
volta;6
a;807
aumentar;4
salário,;1
para;321
ver;9
se;123
o;804
salário-mínimo;1
volta;6
a;807
aumentar,;1
pra;83
ver;9
se;123
a;807
gente;71
consegue;6
fazer;62
uma;194
reforma;2
tributária,;2
que;832
botei;1
duas;11
reformas;1
tributárias;1
para;321
o;804
congresso;7
nacional,;6
e;577
não;311
passa.;1
este;9
país;49
é;420
possível;5
ser;54
consertado,;1
eu;285
já;49
provei;1
uma;194
vez.;2
eu;285
tenho;27
prazer;4
de;798
quando;42
eu;285
deixei;4
a;807
presidência,;5
a;807
economia;23
crescia;2
7,5%,;1
o;804
comércio;4
varejista;1
crescia;2
13%,;1
e;577
a;807
gente;71
estava;16
vivendo;3
situação;2
em;175
que;832
o;804
trabalhador;2
mais;128
pobre;5
tinha;18
recebido;1
80%;3
de;798
aumento,;1
enquanto;7
o;804
rico;4
recebera;1
apenas;10
20%;3
de;798
aumento.;1
não;311
era;27
tudo,;5
não;311
era,;1
mas;73
foi;83
o;804
mais;128
importante;12
governo;56
de;798
inclusão;2
social;2
da;269
história;7
deste;4
país.o;1
seu;41
partido,;6
um;205
corrupto;2
confesso,;1
e;577
esse;77
mundo;26
lindo;1
que;832
o;804
senhor;38
fala;15
só;53
existe;8
na;124
propaganda;3
eleitoral;4
do;382
senhor.;1
o;804
brasil;111
precisa;15
mudar,;5
e;577
mudar;14
de;798
verdade,;9
para;321
valer.;2
precisa;15
do;382
mundo;26
digital...;1
nós;201
já;49
estamos;15
caminhando,;1
e;577
os;118
seus;9
economistas;1
são;33
todos;54
mofados.;1
nós;201
temos;51
uma;194
solução;5
para;321
o;804
brasil,;43
que;832
é;420
a;807
solução;5
do;382
imposto;16
único;9
federal.;5
nós;201
vamos;51
excluir,;1
retirar;2
11;6
tributos;1
federais;4
e;577
vamos;51
trocar;3
por;123
um;205
só,;3
uma;194
alíquota;1
de;798
1.26%,;1
que;832
vai;85
aumentar;4
o;804
poder;20
de;798
compra;6
do;382
brasileiro;14
e;577
diminuir;8
a;807
inflação.;3
além;12
disso,;6
isentar;2
de;798
imposto;16
de;798
renda;17
e;577
de;798
inss;2
quem;73
ganha;2
até;28
5;4
salários;3
mínimos.;2
tudo;16
aquilo;2
que;832
é;420
descontado;1
do;382
teu;2
salário;1
vai;85
sobrar;1
no;221
seu;41
bolso.;2
como;84
nós;201
vamos;51
fazer;62
isso?;3
não;311
é;420
milagre.;1
tem;121
conta.;1
são;33
30;7
anos;22
de;798
estudo;3
do;382
professor;8
marcos;4
cintra,;3
e;577
eu;285
desafio;2
qualquer;13
economista;1
a;807
discutir;1
comigo;2
imposto;16
único;9
federal.a;1
candidata;29
soraya,;11
se;123
ela;31
tivesse;3
acompanhado;2
a;807
política;33
desse;15
país,;15
ela;31
percebia;1
que;832
o;804
seu;41
vice;2
já;49
fez;13
essa;62
proposta;9
30;7
anos;22
atrás;5
e;577
não;311
foi;83
sequer;5
levada;1
em;175
conta;11
pelos;10
eleitores;2
desse;15
país;49
e;577
desse;15
estado.;1
a;807
segunda;7
coisa;22
que;832
eu;285
queria;11
dizer;33
para;321
a;807
candidata;29
soraya;21
é;420
de;798
que,;20
nesse;27
país,;15
se;123
consegue;6
falar;19
muita;10
coisa,;2
e;577
a;807
senhora;26
diz;4
que;832
não;311
viu;7
esse;77
país;49
que;832
eu;285
falei;2
"acontecer;";1
o;804
seu;41
motorista;1
viu.;4
o;804
seu;41
jardineiro;2
viu.;4
a;807
sua;37
empregada;3
doméstica;1
viu.;4
você;64
pode;22
perguntar;16
para;321
a;807
sua;37
empregada;3
doméstica,;2
que;832
ela;31
viu;7
que;832
esse;77
país;49
melhorou,;1
ela;31
viu;7
que;832
ela;31
podia;4
almoçar;1
e;577
jantar;1
todo;25
santo;2
dia,;2
que;832
ela;31
podia;4
tomar;2
café.;1
ela;31
viu;7
que;832
o;804
filho;7
dela;1
poderia;2
entrar;3
em;175
uma;194
universidade.;2
o;804
seu;41
jardineiro;2
viu.;4
ora,;2
porque;92
os;118
pobres;5
efetivamente;2
cresceram;1
nesse;27
país;49
e;577
conquistaram;1
cidadania.;1
talvez;1
a;807
senhora;26
não;311
tenha;9
visto.;1
eu;285
não;311
sei;17
se;123
a;807
senhora;26
votou;6
favorável;3
à;49
legalização;1
do;382
emprego;15
da;269
empregada;3
doméstica,;2
mas;73
ela;31
viu;7
que;832
melhorou;3
a;807
vida;16
dela.;1
ela;31
viu;7
que;832
ela;31
foi;83
respeitada.;1
e;577
é;420
assim;14
que;832
vai;85
voltar;19
a;807
ser:;1
o;804
pobre;5
deste;4
país;49
vai;85
voltar;19
a;807
ser;54
respeitado.;3
ele;42
não;311
vai;85
ter;48
emprego;15
verde;1
e;577
amarelo,;1
ele;42
vai;85
ter;48
emprego;15
efetivamente,;1
sabe,;9
com;221
descanso;2
semanal;3
remunerado,;1
com;221
direito;26
a;807
férias,;2
porque;92
esse;77
país;49
acabou;4
a;807
escravidão;3
em;175
1888.;1
não;311
é;420
possível;5
que;832
o;804
trabalhador,;1
hoje,;17
fique;2
trabalhando;2
como;84
se;123
fosse;3
um;205
entregador;1
de;798
comida,;4
sentindo;1
o;804
cheiro;1
da;269
comida;3
sem;28
poder;20
comprar;4
o;804
que;832
comer.;3
é;420
preciso;15
que;832
a;807
gente;71
legalize;1
a;807
vida;16
desse;15
"cidadão;";1
transformá-lo;1
em;175
um;205
pequeno;1
empreendedor;1
é;420
dar;22
cidadania;3
para;321
ele.;2
é;420
fazer;62
com;221
que;832
ele;42
tenha;9
direito;26
quando;42
sua;37
moto;3
quebra,;3
quando;42
seu;41
carro;1
quebra,;3
quando;42
a;807
sua;37
bicicleta;1
quebra,;3
e;577
é;420
isso;76
que;832
nós;201
vamos;51
fazer,;6
porque;92
é;420
isso;76
que;832
nós;201
sabemos;5
fazer,;6
e;577
é;420
isso;76
que;832
nós;201
fizemos;6
a;807
vida;16
inteira.;2
nada;14
de;798
escravidão;3
no;221
século;3
xxi.;1
é;420
preciso;15
voltar;19
ao;55
tempo;20
da;269
liberdade;6
que;832
eu;285
aprendi;2
desde;4
o;804
movimento;1
sindical.candidato;1
ciro;24
gomes,;8
o;804
senhor;38
é;420
o;804
próximo;9
a;807
perguntar.;1
a;807
quem;73
o;804
senhor;38
pergunta?ao;1
professor;8
d'ávila.;3
meu;43
caro;2
professor,;5
esse;77
mundo;26
mágico;1
do;382
pt,;13
que;832
o;804
lula;30
corta;1
a;807
conclusão;1
dele,;5
que;832
deu;10
no;221
jair;19
bolsonaro,;13
terminou;2
com;221
a;807
expansão;1
do;382
crédito;2
de;798
15;7
para;321
algo;10
ao;55
redor;2
de;798
52%;1
no;221
período;2
do;382
lula;30
e;577
do;382
pt.;3
porém,;3
na;124
mesma;14
data,;1
foram;11
praticados;1
os;118
mais;128
altos;1
juros;1
do;382
planeta;1
terra,;1
consistentemente,;1
lá;29
como;84
hoje,;17
e;577
hoje;23
o;804
brasil;111
tem;121
66.600.000;2
jardineiros,;1
motoristas,;1
empregados;1
domésticos,;1
66.600.000;2
pessoas;44
humilhadas;1
no;221
spc.;1
eu;285
tenho;27
uma;194
proposta;9
para;321
refinanciar;3
essa;62
dívida;7
de;798
todos;54
os;118
brasileiros;11
que;832
estão;26
humilhados;1
no;221
spc;1
e;577
de;798
seis;3
milhões;41
de;798
empresas;8
que;832
também;35
caíram;1
no;221
conto;2
do;382
juro;3
alto;1
e;577
que;832
estão;26
no;221
serasa.;1
qual;13
é;420
sua;37
opinião;3
sobre;19
essa;62
proposta?bom,;1
ciro,;12
nós;201
vivemos;1
nesse;27
país;49
do;382
realismo;1
mágico,;1
não;311
é?;1
se;123
nós;201
pegarmos...;1
que;832
nem;12
um;205
jogo;1
de;798
futebol:;1
quando;42
terminar;3
lá;29
os;118
45;7
minutos;10
do;382
segundo;9
tempo,;4
depois;8
de;798
14;5
anos;22
no;221
poder,;3
qual;13
foi;83
o;804
brasil;111
que;832
o;804
pt;23
deixou;5
para;321
nós;201
13;3
milhões;41
de;798
desempregados,;1
a;807
maior;24
recessão;1
econômica;10
da;269
história,;2
contas;5
públicas;5
estouradas,;1
o;804
maior;24
escândalo;7
de;798
corrupção;22
do;382
mundo,;12
o;804
início;3
do;382
nós;201
e;577
eles,;2
que;832
começou;5
a;807
esgarçar;1
a;807
democracia;5
brasileira.;6
a;807
democracia;5
brasileira;12
começa;7
a;807
ser;54
fragilizada;1
com;221
a;807
corrupção:;1
a;807
corrupção;22
das;70
instituições,;1
a;807
corrupção;22
dos;48
valores,;1
a;807
corrupção;22
de;798
honrar;3
o;804
contrato,;2
que;832
não;311
foi;83
mais;128
respeitado.;3
e;577
o;804
que;832
foi;83
esse;77
gigantismo;1
do;382
estado?;1
destruiu;1
empregos;4
e;577
deixou;5
muita;10
gente;71
rica.;1
lembra;2
ebx?;1
tudo;16
usado;2
com;221
o;804
seu;41
dinheiro.;4
sabe;33
qual;13
foi;83
o;804
rombo;2
só;53
das;70
estatais;4
se;123
nós;201
pegarmos;1
aí;16
2011;1
a;807
2020?;1
r$;59
160;1
bilhões,;4
dinheiro;34
do;382
nosso;31
imposto,;2
nós,;11
que;832
trabalhamos,;3
que;832
a;807
união;8
teve;13
que;832
pagar;5
para;321
cobrir;1
rombo;2
de;798
estatal.;4
esses;12
cabides;1
de;798
emprego,;8
esses;12
lugares;3
onde;20
é;420
o;804
antro;1
da;269
corrupção;22
do;382
brasil.;36
portanto,;17
essa;62
é;420
a;807
forma;18
fracassada.;1
não;311
há;20
a;807
menor;3
dúvida,;2
se;123
o;804
pt;23
voltar;19
ao;55
poder,;3
a;807
chance;2
de;798
o;804
brasil;111
voltar;19
a;807
crescer;4
de;798
forma;18
sustentável,;2
a;807
abrir;5
a;807
economia,;5
competir;4
no;221
comércio;4
global,;1
gerar;12
renda;17
e;577
emprego,;8
tirar;15
o;804
estado;16
pesado;2
das;70
costas;4
de;798
todos;54
nós;201
que;832
trabalhamos,;3
produzimos,;1
é;420
zero!;1
zero.;5
chega;15
de;798
autoengano.a;1
minha;39
ideia;2
é;420
de;798
que;832
60%;3
do;382
pib;4
brasileiro,;3
quando;42
cresce;2
ou;59
não;311
cresce,;2
depende;5
do;382
consumo;2
das;70
famílias,;2
e;577
o;804
consumo;2
das;70
famílias;9
vem;12
de;798
emprego;15
e;577
renda,;2
que;832
só;53
aparecem;1
depois;8
que;832
a;807
economia;23
volta;6
a;807
crescer,;6
e;577
faz;22
11;6
anos...;1
8;1
de;798
pt,;13
3;1
de;798
bolsonaro...;1
que;832
o;804
país;49
cresce;2
perto;1
de;798
zero.;5
portanto,;17
renegociar;2
dívidas,;1
refinanciar;3
as;110
dívidas;1
é;420
relativamente;1
"simples;";1
procure;1
no;221
cirotv.com.br,;1
cirogomes.com.br;1
os;118
detalhes;3
disso,;6
mas;73
é;420
simples:;2
um;205
grande;9
leilão,;1
todos;54
os;118
crediaristas,;1
as;110
contas;5
que;832
estão;26
aí,;10
os;118
credores;1
que;832
derem;1
o;804
maior;24
desconto...;1
eu;285
tenho;27
conseguido;1
no;221
serasa;1
90%;2
de;798
desconto,;1
traz;3
a;807
dívida;7
média;6
sua;37
de;798
r$;59
1.400.;1
refinanciar;3
esses;12
r$;59
1.400;1
em;175
muitas;7
prestações,;1
36;1
vezes,;7
com;221
juro;3
"moderado;";1
é;420
simples;2
e;577
eu;285
posso;4
fazer.olha,;1
só;53
tem;121
uma;194
forma;18
pro;12
brasil;111
voltar;19
a;807
crescer.;8
primeiro;22
é;420
abrir;5
a;807
economia.;1
nenhum;13
país;49
do;382
mundo;26
ficou;2
rico;4
fechando;1
sua;37
economia,;5
criando;2
reserva;4
de;798
mercado,;3
tendo;3
um;205
monte;2
de;798
estatal.;4
500;4
estatais;4
no;221
brasil.;36
tem;121
que;832
privatizar,;1
abrir;5
a;807
economia,;5
fazer;62
com;221
que;832
o;804
investimento;14
externo;2
volte;1
a;807
ajudar;6
o;804
brasil;111
a;807
crescer.;8
precisamos;33
investir;6
na;124
educação,;10
precisamos;33
aproveitar;4
essa;62
enorme;2
oportunidade;16
do;382
meio;11
ambiente.;2
nós;201
precisamos;33
olhar;8
pro;12
mercado.;3
sabe;33
o;804
que;832
acontece?;2
o;804
governo;56
não;311
chama;1
quem;73
gera;4
riqueza,;3
que;832
é;420
o;804
setor;9
privado,;5
pra;83
conversar.;2
o;804
governo;56
só;53
cria;2
problema;5
pra;83
quem;73
produz;2
nesse;27
país;49
e;577
gera;4
riqueza,;3
que;832
é;420
o;804
setor;9
privado.;5
portanto,;17
gente,;4
não;311
se;123
iluda.;1
essas;11
formas;1
desse;15
estatismo,;1
que;832
é;420
uma;194
doença;2
nesse;27
brasil,;43
jamais;8
o;804
brasil;111
vai;85
voltar;19
a;807
crescer,;6
a;807
gerar;12
renda;17
e;577
emprego;15
de;798
forma;18
sustentável.;2
jamais;8
vai;85
tirar;15
gente;71
da;269
pobreza.;3
vai;85
ter;48
que;832
ficar;12
criando;2
programa;12
emergencial;5
a;807
vida;16
inteira;1
pra;83
sustentar;1
as;110
pessoas.;11
e;577
sabe;33
o;804
que;832
as;110
pessoas;44
querem?;1
a;807
dignidade;10
do;382
trabalho.;1
eu;285
pergunto;3
a;807
você:;3
a;807
sua;37
vida;16
melhorou;3
ou;59
piorou;2
nos;32
últimos;7
dez;6
anos?;1
todo;25
mundo;26
que;832
eu;285
converso;1
nesse;27
brasil;111
me;42
fala:;1
"""a";1
minha;39
vida;16
piorou;2
"muito"".";1
é;420
lógico;2
que;832
piora.;1
a;807
economia;23
não;311
cresce.;1
a;807
dignidade;10
do;382
emprego;15
não;311
existe.;2
portanto,;17
gente,;4
para;321
de;798
votar;4
no;221
menos;10
pior.;3
vamos;51
olhar;8
pro;12
brasil;111
que;832
dá;9
certo.;2
é;420
o;804
brasil;111
do;382
setor;9
privado.;5
deixa;8
as;110
pessoas;44
trabalharem;1
e;577
gerarem;1
riqueza;2
que;832
esse;77
brasil;111
vai;85
ser;54
uma;194
potência;2
mundial.;1
deixa;8
a;807
gente;71
trabalhar;3
e;577
empreender.;1
é;420
só;53
isso;76
que;832
o;804
brasileiro;14
pede.;1
não;311
tá;21
pedindo;2
favor;3
do;382
governo.;13
não;311
quer;13
mais;128
dinheiro.;4
não;311
quer;13
mais;128
gasto.;2
não;311
quer;13
mais;128
malabarismo;1
com;221
dinheiro.;4
não;311
quer;13
nada.;2
quer;13
regras;6
claras;1
e;577
deixa;8
o;804
mercado;8
trabalhar.;1
é;420
assim;14
que;832
nós;201
vamos;51
gerar;12
oportunidade;16
de;798
verdade;6
e;577
parar;3
de;798
ter;48
um;205
programa;12
emergencial;5
atrás;5
do;382
outro;8
por;123
causa;5
da;269
incompetência;2
da;269
gestão;6
pública.;9
tá;21
na;124
hora;6
do;382
estado;16
servir;2
o;804
cidadão;4
ao;55
invés;1
de;798
se;123
servir;2
do;382
cidadão;4
pra;83
defender;4
privilégio;5
do;382
setor;9
público;11
e;577
do;382
setor;9
privado.o;1
próximo;9
a;807
perguntar;16
é;420
o;804
candidato;61
jair;19
bolsonaro.;10
candidato,;11
pra;83
quem;73
pergunta?quem;1
tá;21
sobrando;1
aí?a;1
senadora;12
simone;18
tebet;5
e;577
soraya;21
thronicke.;5
o;804
ciro;24
gomes;6
também.vou;1
perguntar;16
pro;12
ciro,;12
ter;48
um;205
papo;1
sobre;19
mulher;26
aqui,;11
ciro.;2
ô;1
ciro,;12
defesa;5
da;269
mulher;26
é;420
uma;194
obrigação;2
nossa.;2
nós;201
tivemos;5
vários;3
programas,;1
além;12
das;70
quase;6
70;2
leis;3
aprovadas.;1
tivemos;5
o;804
programa;12
qualifica;1
mulher,;4
que;832
estimula;1
ações;1
que;832
promovam;1
autonomia;3
econômica;10
das;70
mesmas,;1
programa;12
mães;3
do;382
brasil,;43
pra;83
amparar;1
mulheres;24
no;221
exercício;1
de;798
sua;37
maternidade,;1
casa;6
da;269
mulher;26
brasileira;12
também;35
é;420
outra;5
ação;1
nossa.;2
e;577
nós;201
temos;51
também;35
um;205
grande;9
programa;12
de;798
microcrédito;2
na;124
caixa;1
econômica;10
federal.;5
esse;77
último;1
programa;12
que;832
busca;2
inserir;1
a;807
mulher;26
no;221
mercado;8
de;798
trabalho;7
com;221
esse;77
microcrédito;2
que;832
ela;31
pode;22
fazer;62
o;804
empréstimo;1
e;577
abrir;5
seu;41
salão;1
de;798
beleza,;1
por;123
exemplo.;5
políticas;5
como;84
essa,;2
o;804
que;832
você;64
acha?;1
você;64
tem;121
como;84
ampliá-las?presidente;1
bolsonaro,;13
a;807
grande;9
questão;19
da;269
incompreensão;1
e;577
da;269
crítica;3
que;832
muitos;13
fazemos;4
é;420
que;832
o;804
senhor;38
aparentemente;1
não;311
percebe;2
ou;59
não;311
dá;9
valor,;3
não;311
respeita;5
com;221
a;807
devida;2
delicadeza,;1
com;221
devida;2
profundidade;1
que;832
todos;54
nós;201
devemos;4
essa;62
grave;4
questão;19
feminina.;1
nós;201
assistimos,;1
todos;54
aqui,;11
a;807
jornalista;12
vera;2
magalhães;1
quantas;5
vezes;11
já;49
me;42
criticou,;1
quantas;5
vezes;11
já;49
me;42
trouxe;1
algum;2
dessabor;1
no;221
seu;41
jeito,;1
no;221
seu;41
estilo;1
de;798
fazer,;6
pra;83
mim;5
é;420
uma;194
amiga;1
que;832
eu;285
respeito,;4
que;832
eu;285
quero;43
bem,;4
e;577
respondo;1
às;6
vezes;11
com;221
certa;4
dureza.;1
o;804
senhor;38
disse;4
certa;4
feita;3
pra;83
chocar;1
todos;54
nós;201
que;832
nasceram;2
seus;9
três;13
filhos;3
e;577
que;832
aí;16
nasceu;1
uma;194
filhinha;1
porque;92
teve;13
uma;194
fraquejada.;1
isto;3
é;420
o;804
que;832
faz;22
com;221
que;832
as;110
pessoas;44
desconsiderem;1
as;110
suas;14
políticas.;2
eu;285
não;311
entro;2
